year,serial,pernum,winning_model_p,winning_model_high_recall
2015,75597,1,0.26728933579962005,1
2015,214466,1,0.1897039563754665,0
2013,1266541,2,0.17404008340204177,0
2012,239950,1,0.13336232953917818,0
2012,132947,1,0.2989843394878387,1
2011,350344,1,0.15592589288868525,0
2011,137726,2,0.2736447473451331,1
2016,786040,1,0.14183671779370638,0
2010,265960,2,0.11810010980809416,0
2015,189385,2,0.20611989009214904,0
2016,582089,1,0.25234805441532726,0
2011,596011,1,0.17639783301605677,0
2017,796243,1,0.1594752532931771,0
2009,171429,1,0.41594741392763845,1
2015,1206861,2,0.2620989408666676,1
2009,378109,1,0.2527309216382942,0
2017,877850,1,0.25291461366259355,0
2011,132958,1,0.22698062590463572,0
2009,198284,1,0.20540816495710698,0
2016,1052349,2,0.18395162717904825,0
2014,661170,1,0.1921667401929764,0
2018,92044,1,0.20562743507768988,0
2010,142853,1,0.3343029243719076,1
2010,155404,1,0.12114036721297072,0
2019,109781,2,0.2902111932024456,1
2014,1277405,2,0.25278899580098124,0
2012,83263,1,0.32890124099999857,1
2018,901320,1,0.23885194933675508,0
2019,105591,1,0.17183806303972118,0
2010,969138,1,0.24851860675851126,0
2011,231233,1,0.17079788810123944,0
2017,339862,1,0.2980916622958096,1
2019,1240802,1,0.2996388211835529,1
2012,761837,1,0.14279481893414622,0
2016,630108,2,0.11691276286641442,0
2018,1337722,2,0.16729084199855665,0
2011,789577,1,0.1405243206743117,0
2018,437908,1,0.187568071437428,0
2012,399626,1,0.33894487374661686,1
2017,186826,1,0.14123521353742483,0
2019,1208885,1,0.38158810794644704,1
2014,1055857,1,0.13992232384677103,0
2017,94565,1,0.17847455906732757,0
2017,72522,1,0.23015984166419556,0
2014,353321,2,0.14739722230535549,0
2009,200017,1,0.22564117672520845,0
2010,1353203,1,0.2086505791722636,0
2012,1308136,1,0.29288871918078935,1
2019,1104541,2,0.2927336949394018,1
2015,788303,1,0.21812184013183913,0
2018,185853,1,0.2811139080807532,1
2019,212338,2,0.21584233402698705,0
2010,1300318,1,0.14182782385344286,0
2019,97342,2,0.2080101466699659,0
2014,768954,1,0.17010312911422845,0
2018,178246,1,0.2331669292894917,0
2010,167286,1,0.1300751334125624,0
2017,788600,1,0.17886858003875736,0
2019,1310577,1,0.3323681881745406,1
2017,182786,1,0.28745282724377097,1
2019,265039,1,0.40712367143044836,1
2015,771914,2,0.1766878499292458,0
2016,171458,1,0.19343956903443676,0
2013,152896,1,0.29749184727770833,1
2019,221270,1,0.22046930811223778,0
2010,1256896,2,0.2230449410172759,0
2011,150535,1,0.15515670792369993,0
2013,850265,2,0.41263684068751316,1
2012,1243708,1,0.24664508707887625,0
2017,179211,2,0.15817776945671366,0
2015,763536,1,0.11650482950165822,0
2014,1311000,1,0.23610112596729074,0
2016,75274,1,0.17737667736145743,0
2010,322359,1,0.224647964423946,0
2018,800023,1,0.18888063948211264,0
2017,773286,1,0.39087262158229236,1
2010,390917,1,0.15876528242938637,0
2012,850026,2,0.11256952768001935,0
2009,1053846,1,0.17449402261834907,0
2014,94481,2,0.17203513415495664,0
2014,408355,2,0.28327496079216474,1
2017,1192443,1,0.3343029243719076,1
2012,225499,1,0.15405335485773658,0
2014,79887,2,0.1464759523544477,0
2016,205622,1,0.22027080932135637,0
2011,176207,1,0.14120077277102125,0
2013,1316524,1,0.29596957986739497,1
2013,183684,2,0.44277906274014495,1
2012,354051,2,0.13210927969773975,0
2018,642750,1,0.1319592773113994,0
2018,129179,1,0.17923192118708106,0
2017,1352813,2,0.1650669372323795,0
2011,1193247,1,0.17659869847014847,0
2009,138927,1,0.10960899344865613,0
2013,191204,1,0.1477891120160239,0
2009,151732,1,0.1607966959422755,0
2015,88919,1,0.21401141256006712,0
2015,580997,1,0.11277723439135166,0
2019,182858,1,0.13432776482264824,0
2012,1157453,1,0.3025469165914468,1
2011,203678,1,0.4906225311108893,1
2013,200541,1,0.44678348846112115,1
2009,450928,2,0.22621798497125967,0
2019,487723,1,0.17200178982593395,0
2015,230807,1,0.38004553137798075,1
2012,1304927,1,0.15390129986195886,0
2011,1319892,2,0.2569128510889603,0
2011,156427,2,0.19343225306241074,0
2014,124246,2,0.14049416669112294,0
2016,230094,1,0.12197643032950625,0
2017,1178373,1,0.24440326341519772,0
2009,608487,1,0.4040833651036024,1
2013,598917,2,0.11877765321174555,0
2009,1322521,1,0.21360708004429219,0
2016,1339054,1,0.18888063948211264,0
2013,226504,1,0.1936364831906917,0
2017,800309,1,0.20643548855198018,0
2010,1268724,1,0.16870601717244418,0
2015,607632,1,0.14111655784127383,0
2009,1037526,2,0.26905858294895524,1
2019,143792,1,0.38999048063439257,1
2014,901901,1,0.28028208432378976,1
2009,225561,1,0.22538680058879426,0
2009,889618,1,0.2169080569185509,0
2014,76427,1,0.14997489203708517,0
2017,96180,1,0.14513951900001104,0
2010,359459,1,0.2739496764612441,1
2016,1131398,1,0.3585086165549525,1
2009,213181,1,0.38004553137798075,1
2015,601543,2,0.20643815213077268,0
2011,1328598,1,0.1650669372323795,0
2012,781195,1,0.16690175193015588,0
2019,1228954,2,0.1357060400851257,0
2011,674935,1,0.1731771949383592,0
2019,1008803,1,0.19127614846275592,0
2017,1175571,1,0.155244412625494,0
2016,1228625,2,0.31906807381158936,1
2009,137244,2,0.26413706303015755,1
2015,1355132,1,0.15466350551379035,0
2019,824375,2,0.13632306837181613,0
2012,1188021,1,0.24985446092600794,0
2019,1229362,1,0.16047551549341663,0
2013,119545,1,0.3165338382609097,1
2018,366286,1,0.13978153282944847,0
2013,130588,1,0.2162916428193636,0
2019,469475,2,0.19283763490572234,0
2009,1187406,1,0.17644739129280454,0
2019,157907,1,0.17101386385231018,0
2011,157377,2,0.13237603390300978,0
2018,891105,1,0.34631073211548924,1
2018,224667,2,0.12025982376417976,0
2017,237008,1,0.2842242473320108,1
2010,1303092,1,0.2474641576619832,0
2013,565778,2,0.1218189195724708,0
2011,136210,1,0.30441596369710594,1
2012,172839,1,0.1415786496223976,0
2009,205026,1,0.23573338846223624,0
2018,368841,2,0.14174235674423497,0
2019,795145,1,0.14481544225123502,0
2017,440928,2,0.14819262728391566,0
2018,1309308,1,0.17625576047018995,0
2014,1239285,2,0.16113637161237598,0
2016,131911,1,0.187568071437428,0
2017,1219918,1,0.14767665040306807,0
2017,605207,1,0.2506580794343079,0
2019,169585,1,0.19484819211012133,0
2017,1154839,2,0.1739512520323247,0
2017,114055,1,0.28486376432819915,1
2018,127055,1,0.13389388745227693,0
2018,248443,3,0.2450514510074062,0
2015,52805,1,0.1936364831906917,0
2015,365869,1,0.40554556230313743,1
2019,1385167,1,0.2842242473320108,1
2012,1308200,1,0.31017111274583203,1
2016,178545,1,0.2016156521404785,0
2016,1312603,1,0.2147430532140991,0
2012,120914,2,0.28327496079216474,1
2019,1065584,1,0.2578188246660348,0
2019,915021,1,0.18840777205904488,0
2018,192905,1,0.1436958817206517,0
2014,1179629,1,0.17080071457154833,0
2011,584568,1,0.19537415117679474,0
2019,794850,1,0.32570639117804384,1
2013,191385,1,0.16047551549341663,0
2019,474316,1,0.21017450093418885,0
2013,1314131,2,0.2125854171156851,0
2010,1275786,1,0.16641664934500727,0
2019,1281187,2,0.11578174485771765,0
2015,640430,1,0.17296024779805988,0
2017,1381555,1,0.13321723125770174,0
2015,471813,1,0.22202208802719267,0
2017,321338,1,0.1551429074791685,0
2019,137319,3,0.20367827904600103,0
2019,240896,2,0.16183107870783991,0
2019,1299153,1,0.2212461198655036,0
2018,1204667,1,0.19901888783415547,0
2011,1032550,2,0.14398072502445675,0
2018,91074,2,0.45787393873624543,1
2016,664158,2,0.31906807381158936,1
2014,759546,1,0.17854683662953702,0
2010,903053,2,0.18935669565589672,0
2018,894743,2,0.3701479304979948,1
2016,124963,1,0.33933263437680516,1
2015,201561,2,0.28749901773247744,1
2014,684068,2,0.3471179278715571,1
2012,102282,1,0.4089877595045934,1
2009,607775,1,0.44678348846112115,1
2018,372181,1,0.181092047809643,0
2009,440605,2,0.30102042500829856,1
2010,1336445,1,0.2942850655163985,1
2012,1304375,2,0.11237319443421878,0
2012,423593,1,0.24602385629072937,0
2018,204152,1,0.27695282442538055,1
2019,191443,2,0.16902260829566004,0
2012,506293,1,0.12892498293003163,0
2018,1368845,1,0.151966728884694,0
2016,1308187,2,0.19755833260982744,0
2013,242343,2,0.2319355591412643,0
2009,77553,1,0.25771792882944927,0
2014,68699,1,0.14764806037832687,0
2018,53543,1,0.17718803294302088,0
2013,789667,1,0.24602385629072937,0
2012,832661,2,0.1647918717728772,0
2018,206547,1,0.18960233327406678,0
2018,1235863,1,0.4089877595045934,1
2017,153838,1,0.3422984437973725,1
2013,1215917,1,0.27891705657019417,1
2018,1351546,1,0.1845263288019655,0
2016,1335014,2,0.15081645389286163,0
2013,594053,1,0.15087979922093603,0
2015,288533,1,0.14091244455501611,0
2019,1263508,1,0.12180354875780765,0
2017,169816,1,0.3472513568639873,1
2018,186628,2,0.41825480795414843,1
2016,155018,2,0.35861220451395276,1
2019,201355,1,0.42008067979831104,1
2010,1350844,1,0.1389254096646585,0
2019,152402,1,0.16241504325220196,0
2019,164052,1,0.1937893428560612,0
2015,916157,1,0.13811557872999816,0
2015,390866,1,0.1946946255831187,0
2019,102221,2,0.17317642749600887,0
2018,50562,1,0.38158810794644704,1
2014,786534,2,0.21665844085860042,0
2013,206776,1,0.25234805441532726,0
2012,912882,2,0.12530417473589373,0
2010,766392,2,0.3064490581258948,1
2015,1333558,5,0.23105955599334044,0
2014,90208,1,0.1946946255831187,0
2014,87311,1,0.28225975837220196,1
2013,790013,1,0.2989843394878387,1
2018,803793,1,0.37984275745694274,1
2019,1336027,2,0.2198308196193634,0
2012,566613,1,0.2527309216382942,0
2012,158382,1,0.1395369846369744,0
2014,912221,1,0.22214220161040069,0
2015,779162,1,0.28566070166429386,1
2015,157771,1,0.13377059679248895,0
2014,1019521,1,0.26060827033231976,1
2015,94241,1,0.17374928267103426,0
2009,1302250,1,0.20399211288587976,0
2019,1267209,1,0.15195531558638842,0
2013,605881,1,0.13989668577030726,0
2009,159921,1,0.4105245245504407,1
2015,1111732,1,0.2771122727028144,1
2013,1289522,2,0.1545690184599173,0
2016,794089,1,0.326098214591047,1
2016,110718,1,0.5035809586650268,1
2018,91074,1,0.33138882530325336,1
2012,1318435,1,0.24198737981162494,0
2017,499099,1,0.2439580110535982,0
2019,1378893,1,0.167002903550559,0
2011,569478,1,0.12134056375410616,0
2009,232597,1,0.16482596115904294,0
2016,827097,1,0.29196281936196505,1
2009,736577,1,0.21900212956489473,0
2009,1025567,1,0.1442413348635172,0
2014,790605,1,0.1482615328960239,0
2013,1169988,1,0.12983744858104965,0
2017,116434,1,0.21471419823771282,0
2015,188203,1,0.3810197219260168,1
2013,1298162,1,0.28883829526707655,1
2009,777076,1,0.18481844954199259,0
2010,1218254,1,0.15189043254725862,0
2015,110850,1,0.2620989408666676,1
2017,438364,1,0.27695282442538055,1
2019,1371420,1,0.14286712252511266,0
2015,1216451,1,0.167002903550559,0
2019,1091525,1,0.26406224532292694,1
2019,374493,1,0.2641479834495902,1
2017,804591,1,0.21788828136702962,0
2010,789431,1,0.29269831548759967,1
2017,159553,2,0.1213037583934514,0
2018,189020,1,0.2164904190632979,0
2011,191510,1,0.3955768210125688,1
2011,185846,1,0.25963111911481124,0
2012,460388,1,0.20215743844103054,0
2017,109509,1,0.2164904190632979,0
2017,1350460,1,0.25111598527773177,0
2010,1098120,1,0.17321176910424516,0
2019,105868,1,0.5070432317400516,1
2019,455363,1,0.18447165736355547,0
2014,106840,1,0.3052161330515622,1
2011,633918,1,0.28745282724377097,1
2015,615683,1,0.2409286544671321,0
2012,1172216,1,0.34671018802050285,1
2015,1289876,2,0.1457216277193381,0
2018,1354273,2,0.21932494296322577,0
2014,758245,1,0.224647964423946,0
2014,432024,2,0.2062707597992913,0
2018,172516,1,0.22560091485344047,0
2014,638442,1,0.20148633312514905,0
2012,760800,1,0.21592402757115586,0
2019,1387024,1,0.15817087164962715,0
2019,958636,2,0.17034053788662,0
2015,1320844,1,0.1372063658496644,0
2019,1338084,1,0.3322168513743703,1
2009,643157,1,0.16485862960823341,0
2012,437196,1,0.27262904008492256,1
2010,198198,1,0.20278063256133058,0
2011,93109,1,0.29855064708904894,1
2010,117106,2,0.1364485819465095,0
2011,765845,1,0.22197837962108094,0
2012,175595,1,0.15109581101783653,0
2012,77746,1,0.3902226760974458,1
2011,78276,2,0.12874228876196753,0
2013,772496,2,0.11671970888330085,0
2017,102612,1,0.17850547114570162,0
2019,798721,1,0.27088361861480065,1
2010,74215,1,0.15667245434626909,0
2013,772117,2,0.16643200368469227,0
2019,947611,1,0.39140760869569846,1
2014,361941,1,0.13017637558585654,0
2013,758641,2,0.2187214733507866,0
2012,153190,1,0.16994085333558273,0
2016,772992,1,0.2928564720961978,1
2018,156682,2,0.19066692648116304,0
2016,117514,1,0.29552909713898784,1
2014,148380,1,0.3180871428089145,1
2019,262643,1,0.17080071457154833,0
2016,843218,1,0.14120077277102125,0
2015,597677,2,0.3061341987886858,1
2019,440641,1,0.13739819574608064,0
2015,1277822,1,0.5166153066982668,1
2012,782920,1,0.3114205642012088,1
2018,912001,1,0.13735087305064014,0
2019,804120,1,0.47543025807847367,1
2012,115883,1,0.24396694177817718,0
2013,780130,1,0.17393676861303511,0
2017,805127,2,0.14369997262307346,0
2013,77621,1,0.3071552113471843,1
2018,98659,2,0.40669647445848617,1
2016,799915,1,0.3902226760974458,1
2012,630855,1,0.18930482853718428,0
2019,1103346,2,0.15208850877962876,0
2019,805539,1,0.1986918270349421,0
2018,636413,1,0.28442848483252586,1
2019,124116,1,0.3898289817673084,1
2018,149584,1,0.17119463837426818,0
2019,626775,2,0.2991847164767863,1
2017,788174,1,0.14178819662651637,0
2018,648085,1,0.23293160368565116,0
2014,863075,1,0.1384047037481143,0
2014,1211283,1,0.33138882530325336,1
2018,214344,4,0.2247010199025927,0
2010,603032,2,0.12346682564769909,0
2013,501870,1,0.3942728797183427,1
2009,693345,1,0.25537826719595036,0
2018,148893,2,0.2724794282114259,1
2017,1337782,1,0.15525525396491344,0
2018,174040,1,0.21629550410967135,0
2016,289809,1,0.15363391102300902,0
2018,1369952,2,0.2409598096866669,0
2011,350495,1,0.1594752532931771,0
2019,1016969,1,0.32570639117804384,1
2019,607158,1,0.1757881188879721,0
2018,174622,1,0.3585086165549525,1
2018,1367165,1,0.17694716035526348,0
2017,1330992,6,0.20008443944756188,0
2012,1257585,1,0.1466853434304274,0
2015,1320498,2,0.1993155742840838,0
2011,847945,2,0.23639588078652438,0
2019,194650,1,0.3889206032361433,1
2018,802547,1,0.20566728899248046,0
2012,1197361,1,0.3343029243719076,1
2009,95156,1,0.3243317639068248,1
2018,1038998,1,0.20978855668341415,0
2009,107705,1,0.17119463837426818,0
2013,116767,1,0.26951240100944057,1
2014,146950,1,0.30002109855355347,1
2012,120607,1,0.3194382776991395,1
2019,622664,1,0.45516565354249483,1
2013,58328,1,0.25345068608816695,0
2010,512796,1,0.2171014677964273,0
2015,601999,1,0.1723012118158509,0
2012,1169772,1,0.19127614846275592,0
2018,1155396,1,0.2513996179067844,0
2014,87208,1,0.4582856700509224,1
2009,305049,1,0.6048012915071682,1
2013,48658,2,0.14369997262307346,0
2012,70490,1,0.2792153299115787,1
2012,188099,1,0.17706829866243862,0
2014,929886,1,0.18716284157340468,0
2015,1179550,1,0.2303375271145502,0
2009,444493,1,0.28965000089537796,1
2015,147201,2,0.20293366911347352,0
2016,1121486,1,0.3053065912704554,1
2018,197085,2,0.11412484311452721,0
2012,1272510,1,0.224647964423946,0
2014,89665,1,0.11897890750154658,0
2014,161801,1,0.1712300828516082,0
2019,151529,1,0.22137121572765098,0
2019,1102244,1,0.1128482759460444,0
2014,1283510,1,0.3217627382182492,1
2013,227758,1,0.2547695613336519,0
2009,679318,2,0.21377917269775237,0
2009,995270,1,0.12347260481236383,0
2015,1334769,2,0.17761689634031064,0
2013,1236043,1,0.20805851964547617,0
2014,1193210,1,0.17327723029455558,0
2013,181737,1,0.2578087083354115,0
2019,1383896,2,0.17034053788662,0
2009,700548,1,0.22316093856105876,0
2016,461946,1,0.3308549775386699,1
2013,132219,2,0.13547509261821009,0
2012,102928,2,0.14503081844336066,0
2019,228294,2,0.11309223647226684,0
2012,758923,1,0.2492193316594071,0
2013,760172,2,0.2677109319247894,1
2014,740484,1,0.16153197083936235,0
2009,1224370,2,0.3765502732301281,1
2010,1336877,1,0.35943637024303315,1
2019,136566,2,0.18747537342183968,0
2011,287773,1,0.13201258546641945,0
2011,247549,1,0.401524719530381,1
2019,1368916,1,0.15037438472520048,0
2010,73819,2,0.2641955416771625,1
2010,902144,1,0.17222711003914656,0
2017,1196841,2,0.34016682986240315,1
2012,1219722,1,0.13819611642294277,0
2017,837124,1,0.40712367143044836,1
2018,1309971,2,0.1274556693434385,0
2018,199871,1,0.23449988793605323,0
2015,1108752,2,0.23327891522759667,0
2010,1307161,2,0.3843708977126539,1
2015,85612,1,0.16641664934500727,0
2015,1284775,1,0.20850127886502604,0
2017,157383,1,0.27931323151912196,1
2014,1304888,1,0.3142060397751815,1
2017,109923,2,0.1324731558835224,0
2012,179618,1,0.13092174914524804,0
2015,196638,1,0.38004553137798075,1
2012,1265162,1,0.21647257642906828,0
2013,658017,1,0.2153112480341703,0
2011,780156,1,0.23900243026539864,0
2014,372267,1,0.43712395943410737,1
2019,1355901,2,0.13391019736581078,0
2009,658544,1,0.17847455906732757,0
2016,189815,2,0.12674731575866818,0
2012,142370,2,0.2565981918358544,0
2010,755563,1,0.24209888637440177,0
2016,462687,2,0.24644494075020257,0
2015,1337526,2,0.16261562198056115,0
2010,266052,1,0.16011166514266573,0
2018,1081550,1,0.16696072309209484,0
2013,610440,1,0.21049174777691118,0
2009,805794,1,0.2510365906377527,0
2013,512515,1,0.17374928267103426,0
2013,104339,2,0.2569128510889603,0
2013,410558,2,0.1468262220961363,0
2015,1310360,2,0.3114205642012088,1
2011,176884,1,0.187568071437428,0
2016,110769,1,0.1459300632786434,0
2017,73820,1,0.3872264110971541,1
2019,187944,1,0.13206471648227708,0
2009,1301990,1,0.24816562435763914,0
2016,345308,1,0.16097885200829495,0
2018,423765,2,0.18246777666055772,0
2011,622758,1,0.25771792882944927,0
2019,801433,2,0.1767437684971907,0
2018,133973,1,0.2229648646637097,0
2014,244488,1,0.20805851964547617,0
2013,1236043,2,0.2832238651922992,1
2010,910463,1,0.47543025807847367,1
2015,790684,1,0.16125654258619349,0
2019,207943,2,0.17654501143038467,0
2018,128590,1,0.1873024828574001,0
2012,328509,1,0.17632295032515363,0
2017,71506,2,0.44678348846112115,1
2017,120879,2,0.39087262158229236,1
2014,944134,1,0.25027032871602106,0
2017,776385,2,0.19970909893775277,0
2015,779645,1,0.38158810794644704,1
2018,977555,2,0.24906456594887705,0
2016,339224,1,0.46378236132258305,1
2014,1273221,1,0.38158810794644704,1
2017,128003,1,0.4967184504747222,1
2009,285333,1,0.2909978905153153,1
2019,110233,2,0.3481977585086597,1
2014,1056923,1,0.2549357774227469,0
2009,185679,2,0.20278063256133058,0
2017,344161,2,0.2832238651922992,1
2014,1032021,2,0.1305925044091808,0
2018,207089,1,0.15502355293735368,0
2019,489685,2,0.149256699192861,0
2017,1204691,1,0.3902226760974458,1
2015,232299,1,0.19835837028009898,0
2012,239466,2,0.17097671917837243,0
2019,163766,1,0.27400201453119166,1
2010,1222016,1,0.4166109324072772,1
2016,272549,1,0.32186920737087044,1
2016,1191619,1,0.27723803876484016,1
2019,818933,1,0.16431516721175007,0
2009,615551,2,0.28327496079216474,1
2010,1314510,1,0.19740254069443466,0
2009,985344,1,0.3367268239814493,1
2011,189239,2,0.27533558422986254,1
2009,520996,1,0.25610207390991035,0
2016,1312365,2,0.12747226459253533,0
2016,120865,2,0.21613675337765495,0
2011,571992,1,0.2002734838470054,0
2010,236566,1,0.24472745296441725,0
2009,214413,1,0.13904629024093648,0
2009,476511,1,0.1569821269308716,0
2018,1204374,1,0.13014315340702767,0
2017,108914,1,0.18888063948211264,0
2015,102397,2,0.21017450093418885,0
2009,646394,1,0.181092047809643,0
2018,954630,1,0.3237347739148343,1
2010,1331292,1,0.3429396946339096,1
2011,1238355,1,0.24602385629072937,0
2010,619525,2,0.1973645638876049,0
2010,614573,3,0.42729217202542324,1
2016,387273,2,0.33372173563031404,1
2009,296892,1,0.12259271626149448,0
2011,102811,1,0.11572252110408428,0
2014,316372,1,0.15417793796056306,0
2014,766332,1,0.14935956169555115,0
2013,761690,2,0.17923192118708106,0
2015,175410,2,0.11762271957478568,0
2011,292784,1,0.16696072309209484,0
2012,1310707,2,0.1804944317463639,0
2019,1344019,1,0.24463480150821887,0
2014,202145,2,0.1968210488989184,0
2014,1302775,1,0.13514960813030366,0
2019,456146,1,0.16047551549341663,0
2011,947176,1,0.24465006323228888,0
2016,1072316,2,0.1781418587497038,0
2018,805207,1,0.17393676861303511,0
2016,790261,1,0.21788996814027592,0
2017,879604,3,0.2121183758079835,0
2016,129227,1,0.4005586719264779,1
2014,148979,2,0.15885398907993692,0
2012,159017,1,0.21965774975429372,0
2013,609696,1,0.3902226760974458,1
2014,113266,1,0.13448242809114958,0
2013,105069,1,0.311674904122073,1
2017,1169848,1,0.22119832196731257,0
2015,69652,2,0.36320479383279725,1
2018,958842,2,0.12968475304848492,0
2015,222670,1,0.24602385629072937,0
2017,182113,1,0.44678348846112115,1
2016,1202280,2,0.2552478989138428,0
2016,247941,2,0.15876528242938637,0
2012,1220026,1,0.20250152497459062,0
2009,1025056,1,0.13026669634622845,0
2014,591129,1,0.1607490613317848,0
2019,95970,1,0.1507014132048188,0
2018,1226933,2,0.13632306837181613,0
2015,777046,2,0.24644494075020257,0
2018,259049,2,0.196393537169731,0
2009,1202236,1,0.19505277571695076,0
2009,1151559,2,0.1414249523579551,0
2012,1276247,1,0.17274090208367582,0
2013,625894,2,0.25703133180105586,0
2017,109198,2,0.10634598349341534,0
2019,1217180,2,0.16638096641412015,0
2013,610801,1,0.30840769348606045,1
2019,140839,1,0.16529930643249754,0
2016,1357732,1,0.3367268239814493,1
2018,1262161,2,0.13744418800463343,0
2010,617362,2,0.37050813725722487,1
2018,139215,1,0.1367224119076811,0
2017,1221238,1,0.1367224119076811,0
2019,633560,1,0.24382214678715228,0
2014,1166897,1,0.159701256556571,0
2009,952030,1,0.169922635756289,0
2009,1173681,1,0.12074897776938696,0
2009,31506,1,0.2160907491468544,0
2011,1216576,1,0.13023544061318457,0
2011,645817,1,0.25390744523333836,0
2009,183434,1,0.3246750292844228,1
2010,79753,1,0.16233220357875267,0
2017,178367,1,0.13894325623578954,0
2016,766051,1,0.28745282724377097,1
2012,78895,1,0.14111655784127383,0
2015,767365,2,0.24644494075020257,0
2017,282493,1,0.13699876001022065,0
2018,613635,1,0.2709633113008151,1
2010,1333107,1,0.3534182087124753,1
2010,627239,2,0.15876528242938637,0
2009,860664,2,0.16510479949476112,0
2018,804274,1,0.22231610008350328,0
2019,630031,2,0.20640533722162752,0
2016,800572,1,0.14091244455501611,0
2013,73552,1,0.3343029243719076,1
2019,308533,1,0.1725747531921945,0
2019,467495,1,0.38625280986257154,1
2011,1318801,2,0.25482073713499914,0
2016,115025,2,0.2897521494517124,1
2018,38600,2,0.3243317639068248,1
2018,168817,2,0.36630637671165067,1
2017,153138,2,0.21813512845160024,0
2013,1260176,1,0.27891705657019417,1
2019,175746,2,0.25060499476644726,0
2018,191111,3,0.13694744184937896,0
2012,771426,1,0.149256699192861,0
2014,564599,2,0.13084090025724665,0
2014,564169,1,0.311232528380541,1
2018,818359,1,0.21929683878096964,0
2019,115076,2,0.25224991948831976,0
2011,70066,1,0.2928564720961978,1
2019,384384,2,0.25036745995547866,0
2019,1414971,2,0.4148735078699694,1
2017,1313345,1,0.14111655784127383,0
2019,931353,2,0.1891494706198675,0
2019,794616,2,0.12992905271932434,0
2019,135657,2,0.24547565094169124,0
2011,322481,1,0.17823728194446936,0
2013,834840,1,0.2690912694068278,1
2014,185522,1,0.17168476660144952,0
2017,72752,1,0.1229128000570321,0
2009,1100224,1,0.2553246513017302,0
2009,45453,1,0.2806275535856651,1
2019,942559,1,0.34016682986240315,1
2012,593860,1,0.2320766481785805,0
2018,788085,1,0.38158810794644704,1
2014,115678,1,0.3833213990739564,1
2010,1180553,1,0.159701256556571,0
2012,139572,1,0.17080071457154833,0
2016,71995,2,0.22046930811223778,0
2019,1363135,2,0.19057984379505788,0
2016,192549,1,0.21991913159631832,0
2016,47061,2,0.1953307074083926,0
2010,674419,1,0.296068424222629,1
2017,875108,1,0.40625254046344283,1
2015,1033860,1,0.44678348846112115,1
2019,757012,1,0.2164904190632979,0
2017,393271,1,0.16348140369937322,0
2015,1153187,1,0.2002734838470054,0
2012,786628,1,0.13367785694544376,0
2009,350815,1,0.4200906207627803,1
2009,96168,2,0.1268368909900952,0
2009,132032,1,0.3322343305720406,1
2009,1221507,1,0.17138431031195703,0
2011,307399,3,0.18680056799617786,0
2010,356510,1,0.1508278095238075,0
2010,206944,2,0.1722601627656775,0
2009,135877,1,0.17737667736145743,0
2012,757387,2,0.2014628106100783,0
2013,95498,2,0.2320766481785805,0
2014,306775,1,0.24817300961694155,0
2009,1192559,2,0.21876597130032135,0
2015,617836,1,0.2170631876819647,0
2018,101320,1,0.24584003956111172,0
2018,627377,1,0.20805851964547617,0
2016,734834,2,0.1299993953136556,0
2016,81905,2,0.11098345855906991,0
2015,982711,1,0.13859332387633866,0
2017,1248562,1,0.17145267202773548,0
2009,182191,1,0.23441722521918987,0
2012,85947,1,0.17773520214401523,0
2010,961202,1,0.24382214678715228,0
2016,861049,1,0.21353471058566637,0
2019,743501,1,0.17923192118708106,0
2017,802037,1,0.18908832681684365,0
2017,509428,1,0.1736575839026772,0
2015,108763,2,0.1963770415176047,0
2017,1245885,1,0.17773520214401523,0
2014,700503,1,0.2461172083845701,0
2017,790159,1,0.1414249523579551,0
2017,886220,2,0.1375532304810961,0
2012,1018882,2,0.482790686722719,1
2016,105109,3,0.21431577968073254,0
2013,593607,2,0.16594289565557171,0
2017,8072,1,0.15936190543102832,0
2010,109461,1,0.14351371969264712,0
2013,374293,1,0.14595386008428718,0
2010,617605,1,0.21901173307837335,0
2018,1332947,1,0.3585086165549525,1
2017,1254075,2,0.21762850311496937,0
2016,1330740,1,0.22985492244196523,0
2014,234286,1,0.1594752532931771,0
2016,210718,1,0.2489694417251618,0
2019,888081,1,0.16961464397623222,0
2014,155318,1,0.2792153299115787,1
2009,444477,2,0.261953450972991,1
2019,218458,2,0.25651218677422893,0
2015,74511,2,0.1951389915813113,0
2013,1303164,2,0.15274826082924817,0
2019,53255,1,0.2578188246660348,0
2019,810329,1,0.2240339369968535,0
2009,781884,1,0.2560016181746009,0
2019,155059,1,0.2555540183840719,0
2017,170878,2,0.3361891184273427,1
2017,1299233,1,0.14091244455501611,0
2015,1329623,1,0.24465006323228888,0
2009,887266,1,0.35122408769932506,1
2019,871025,2,0.21944682080175107,0
2018,1049423,1,0.3209931387892403,1
2012,1316380,1,0.2552363878472614,0
2015,204014,1,0.2856146881307017,1
2019,11505,2,0.42425103273491555,1
2012,96515,1,0.19833251895572898,0
2012,584701,1,0.2267033489232384,0
2009,1202810,1,0.25346280755482553,0
2017,1338806,1,0.2073692583494194,0
2015,133568,1,0.16290712764178378,0
2014,204239,2,0.1942410338982662,0
2013,48262,1,0.13424322789799106,0
2013,806970,1,0.3238394873251477,1
2009,85882,2,0.28327496079216474,1
2016,627244,2,0.14861050847297347,0
2010,233592,1,0.38750787149311305,1
2016,664158,1,0.2582893019859005,0
2016,120247,1,0.15601395209239266,0
2019,93930,1,0.3238394873251477,1
