year,serial,pernum,winning_model_p,winning_model_high_recall
2011,353460,1,0.16896046752045107,0
2009,1042291,1,0.15194087050340438,0
2013,131174,1,0.44678348846112115,1
2011,250937,1,0.15141476627636977,0
2018,177580,1,0.20770181487081438,0
2013,1278414,1,0.4186546363825515,1
2015,1288597,1,0.12748405910537472,0
2018,1267057,1,0.22201848722678594,0
2010,428496,1,0.23748004321637645,0
2017,1214643,1,0.1677138143455561,0
2010,580868,1,0.17550236941840264,0
2015,139008,2,0.11809432786279275,0
2009,226718,1,0.40554556230313743,1
2014,859855,1,0.37869733586624726,1
2016,170940,1,0.4070615203082748,1
2019,204837,1,0.1495766570029237,0
2011,155082,2,0.311674904122073,1
2018,1334790,2,0.19302774763722974,0
2014,615445,1,0.15363800901652913,0
2018,1329135,1,0.15397125390658445,0
2010,1254808,2,0.18721331223517396,0
2013,481804,1,0.16414017671030942,0
2013,806575,4,0.17380975231692197,0
2009,618616,2,0.24542508176515526,0
2014,1182237,1,0.1645551248775797,0
2012,1231780,1,0.1706081181465506,0
2013,135302,1,0.17152744631611563,0
2016,154812,2,0.12939908292447846,0
2018,1014916,2,0.11937481627201657,0
2016,822744,1,0.1659357487791212,0
2009,574527,1,0.17119463837426818,0
2016,169227,2,0.1311140065129013,0
2016,1026957,2,0.12001092292561238,0
2016,794269,1,0.1462849700209377,0
2011,257140,1,0.2826053771707258,1
2016,748278,3,0.3413331667894634,1
2014,151731,2,0.11292864345640335,0
2015,281524,1,0.15598068637683637,0
2010,259390,1,0.21801320456534845,0
2016,792613,2,0.1832574633929379,0
2019,928993,5,0.18544202586392622,0
2014,71812,1,0.250763245149621,0
2012,1170452,2,0.15725801355725058,0
2017,486722,1,0.13818443759110602,0
2015,914513,1,0.3689836265364444,1
2009,180880,2,0.12279357803017421,0
2017,584244,2,0.14187963140939205,0
2014,176312,1,0.4733424990456821,1
2015,1164236,1,0.10786358764854062,0
2011,585347,1,0.299144456141044,1
2011,101123,2,0.3766093591939974,1
2016,121605,2,0.16751846895943454,0
2016,253924,1,0.13940974309438176,0
2018,53290,2,0.19396866998083956,0
2017,89760,6,0.18278167959298092,0
2016,137285,2,0.11640039836899754,0
2012,233670,1,0.2841872819127426,1
2017,1333527,1,0.13229921969644565,0
2018,705696,2,0.11844414254699329,0
2013,773707,1,0.23520481792943856,0
2016,349692,1,0.27445732146415003,1
2010,362316,2,0.12465982246213736,0
2014,646028,1,0.33668899224793425,1
2016,192513,2,0.16288239403188912,0
2017,242904,1,0.28745282724377097,1
2009,1298800,1,0.17723733753510384,0
2011,146357,2,0.28629919969569334,1
2016,316987,2,0.21690752009071682,0
2012,3992,1,0.1465898738798246,0
2014,783213,1,0.24396694177817718,0
2009,74905,2,0.18321632521550624,0
2013,219412,1,0.1617238797769662,0
2016,113811,1,0.19077477970448864,0
2019,1426362,2,0.16567658411601638,0
2016,796586,1,0.15189043254725862,0
2013,834200,2,0.18068707381889162,0
2010,239647,1,0.20805851964547617,0
2014,428251,1,0.15715809698334776,0
2014,933647,2,0.13547036947287353,0
2019,515943,1,0.1311405300519833,0
2009,792389,1,0.16606226935769766,0
2014,71838,1,0.2571768526842437,0
2013,363975,1,0.3526539909614842,1
2012,1263029,1,0.18655717287150095,0
2014,161856,1,0.10634337543125824,0
2010,352692,1,0.2331324380448105,0
2016,1300437,1,0.18844381550972644,0
2012,153635,2,0.26021882167612354,0
2013,979454,2,0.13085834211631797,0
2013,1058085,2,0.15995038761559704,0
2018,855935,1,0.3822394691260387,1
2010,717440,1,0.1613428985353889,0
2010,79755,3,0.17839177563564698,0
2014,446082,1,0.2553246513017302,0
2013,118077,2,0.39726296261573757,1
2013,72323,1,0.15111941590372374,0
2019,604804,2,0.15556794928761675,0
2013,139380,2,0.17672963743742803,0
2015,233425,2,0.14551053551228701,0
2010,859709,1,0.17393676861303511,0
2014,1267081,1,0.16672648486739888,0
2012,434162,2,0.20414609856576302,0
2012,746437,1,0.25345068608816695,0
2009,1255016,1,0.2011076779370482,0
2010,103879,1,0.12257473466013437,0
2016,1334451,2,0.186290274719282,0
2017,443976,2,0.13032805323276686,0
2010,134308,1,0.15321434636096026,0
2014,759898,2,0.12983744858104965,0
2019,945889,1,0.4773075710960014,1
2011,655352,1,0.35874691876358616,1
2017,1224331,1,0.31121283760451834,1
2019,385883,1,0.21048597900174867,0
2009,777420,1,0.19169859862490973,0
2012,163642,2,0.26279339525373474,1
2013,604325,2,0.3361891184273427,1
2013,520052,1,0.25899794027935424,0
2019,202421,1,0.24189962121239683,0
2019,470221,1,0.5046589048106193,1
2012,77449,3,0.12600436668528692,0
2010,1295663,1,0.1775457551835899,0
2009,573920,1,0.18930482853718428,0
2014,227724,1,0.2665293947681453,1
2018,48054,2,0.12548095886818353,0
2009,367883,1,0.16088203477407703,0
2012,265596,2,0.15163250052810331,0
2017,33465,2,0.1436958817206517,0
2010,889009,2,0.12956552730630005,0
2018,88001,3,0.3822126584568671,1
2013,663809,1,0.1279058001553295,0
2019,673427,1,0.10828297969782477,0
2018,1371061,1,0.14135344577613407,0
2019,180661,1,0.11908772013036574,0
2012,602452,2,0.10305623905011166,0
2017,27166,1,0.20665264043977935,0
2017,481864,1,0.16047551549341663,0
2014,1180536,1,0.3194382776991395,1
2014,705041,1,0.3672261566819749,1
2017,1154187,1,0.1471492074086776,0
2015,218221,1,0.11332224778648607,0
2012,1053381,1,0.17392113474566728,0
2015,618428,1,0.4733424990456821,1
2010,147869,1,0.3280258863680705,1
2011,147103,2,0.17671813296147706,0
2016,109242,1,0.2733183968144568,1
2009,220494,1,0.15534509008763406,0
2015,1334516,1,0.14168690915351076,0
2009,591103,1,0.11661825527097662,0
2017,332414,2,0.14847214412538998,0
2019,1368260,1,0.1144886676228066,0
2012,200456,1,0.2816225979911189,1
2010,1177917,1,0.1482615328960239,0
2012,146632,1,0.28745282724377097,1
2019,943910,1,0.24786551765254888,0
2016,330047,1,0.2503998559753609,0
2010,1041950,1,0.175596526395509,0
2018,348088,1,0.1507014132048188,0
2016,205560,1,0.21049174777691118,0
2013,585303,1,0.19241164453684204,0
2018,305279,1,0.4355149850392895,1
2011,859573,1,0.17706829866243862,0
2010,122431,1,0.11287907310845595,0
2019,802515,1,0.14034550111486735,0
2010,778331,1,0.14972443006587635,0
2012,573868,1,0.19808236063053603,0
2010,788821,1,0.1651901580244877,0
2011,513205,1,0.29367297213521143,1
2009,209139,2,0.15182770941064885,0
2013,434651,2,0.1229128000570321,0
2017,151855,1,0.159701256556571,0
2009,1318483,2,0.21704268254335846,0
2010,784015,1,0.2238208800895583,0
2009,158118,1,0.17109100571980979,0
2009,838482,2,0.13848967331852685,0
2011,1291677,1,0.20328204947420866,0
2014,925148,1,0.21432810583299863,0
2016,590872,1,0.28612807709932614,1
2019,633449,1,0.1631615549686099,0
2011,839541,1,0.2173184992022724,0
2019,1354600,2,0.13380440546289457,0
2012,647226,1,0.25537826719595036,0
2010,1192480,1,0.39726296261573757,1
2019,898280,1,0.34105161723851274,1
2010,206666,2,0.11593529062440709,0
2012,127134,3,0.2535641454320184,0
2014,772223,3,0.32876618212230624,1
2018,1266815,2,0.169426045563337,0
2010,1250335,1,0.15583035777250945,0
2010,208231,1,0.1436252833600282,0
2018,935692,1,0.20136954388587597,0
2019,1330275,1,0.24515656542687994,0
2009,1283661,2,0.17465873834585324,0
2013,276663,1,0.11411341777754735,0
2009,215481,1,0.22621798497125967,0
2016,138869,1,0.3626776568188201,1
2014,365718,2,0.27034523895166673,1
2012,796927,1,0.18549168828438273,0
2015,1236658,1,0.13811557872999816,0
2017,163472,2,0.2320766481785805,0
2019,312256,2,0.11845591447453371,0
2010,398717,1,0.2578188246660348,0
2012,1144107,1,0.1639332326773115,0
2012,613439,1,0.15621297321697009,0
2012,779801,1,0.34757479236945343,1
2017,1258152,1,0.17855391346527552,0
2009,1293332,2,0.21596025757978313,0
2013,445867,2,0.12562956502380512,0
2017,140579,2,0.15429576945209525,0
2011,250892,1,0.158683430363993,0
2018,145817,1,0.12680802946077804,0
2019,463965,2,0.1814307191139834,0
2010,804547,1,0.19799883944459645,0
2009,1290913,1,0.23388514493464146,0
2018,1001923,1,0.18485416923585613,0
2010,98311,1,0.14650023195052975,0
2016,1169253,3,0.20932043985816182,0
2010,459185,1,0.3202252731322703,1
2015,595666,1,0.14764953536947506,0
2014,98474,2,0.13699493832147383,0
2009,822347,2,0.16227382668261384,0
2017,307535,1,0.1290272658874412,0
2015,1302784,2,0.3315889898732615,1
2011,1114332,1,0.13226786139273702,0
2016,569181,1,0.3655426335603019,1
2009,1170717,1,0.14913048797758774,0
2017,100116,2,0.1279981794560488,0
2009,755803,1,0.17168476660144952,0
2019,429902,1,0.21546385656524064,0
2015,167674,1,0.20859647167291995,0
2010,249437,1,0.1564569434207152,0
2013,1022497,2,0.1850957000384821,0
2019,1285953,1,0.19058604060123605,0
2017,830982,1,0.3081116122277691,1
2012,507224,1,0.44678348846112115,1
2011,136210,2,0.31396018737067516,1
2009,1187596,1,0.18490421981328117,0
2009,790286,1,0.2512954742761756,0
2019,935164,2,0.2147746199459127,0
2012,1311508,1,0.27120128968683577,1
2019,856090,1,0.19920506868687377,0
2014,286791,1,0.157050698475912,0
2009,897452,1,0.12595591080905597,0
2014,583733,1,0.14432843089404207,0
2016,1307878,1,0.1889082710710353,0
2015,205586,1,0.14534871930952,0
2014,785056,1,0.17001276807549362,0
2018,795826,2,0.47025829388547774,1
2010,437860,1,0.22580079274801715,0
2010,1143865,1,0.1274556693434385,0
2013,1286053,1,0.22316093856105876,0
2018,598442,1,0.21980800245501475,0
2009,329320,3,0.28144105420229576,1
2016,197137,1,0.15269228736258317,0
2009,202164,2,0.23005905718052275,0
2017,833257,2,0.18721331223517396,0
2011,671043,1,0.3834108880567779,1
2013,567580,2,0.15184848260125292,0
2015,1022218,1,0.15161589789414284,0
2010,282072,1,0.17011992811020873,0
2009,156066,1,0.2400244517262661,0
2012,174944,1,0.15654185777467808,0
2015,269474,1,0.17634005688675772,0
2009,370082,2,0.17947702250709954,0
2017,779220,1,0.16975566497025,0
2009,889093,1,0.1955673573038852,0
2009,472974,1,0.16051190096650386,0
2011,173419,2,0.14539779129218364,0
2013,176740,1,0.19154926565404334,0
2011,408464,1,0.2002734838470054,0
2017,606753,1,0.1924937581035282,0
2016,312423,1,0.15508959853828183,0
2010,1237464,1,0.17801819571043617,0
2016,1174582,1,0.12857646604977635,0
2016,1283743,2,0.22691092619965642,0
2017,140579,1,0.17119463837426818,0
2014,264601,1,0.1848279601473156,0
2009,1302131,2,0.2627552918128984,1
2013,120848,1,0.1482002546918064,0
2013,862124,1,0.32230418036653763,1
2015,506407,1,0.155244412625494,0
2015,1283968,1,0.20643548855198018,0
2011,67517,1,0.14049416669112294,0
2010,228982,1,0.17316200136499144,0
2014,571218,2,0.1210441045191956,0
2011,812310,2,0.13771310483993246,0
2019,620818,2,0.1130253947639999,0
2012,154169,2,0.1849227708263588,0
2017,1236048,2,0.13797652704397706,0
2010,187997,2,0.17262925907197202,0
2016,1065613,1,0.1459300632786434,0
2013,895298,1,0.44105584785409074,1
2019,296589,1,0.17050734942290804,0
2012,593373,2,0.14268651695938445,0
2010,622145,2,0.149256699192861,0
2014,926725,3,0.275558525575443,1
2010,775269,1,0.143248805941283,0
2014,571377,1,0.19766267019157804,0
2009,161534,2,0.1607966959422755,0
2009,546049,2,0.14057493897948373,0
2016,795599,1,0.17723733753510384,0
2011,1325228,1,0.18415492947235815,0
2010,1180293,1,0.13197486858239718,0
2013,836130,1,0.20643456771415797,0
2019,99157,1,0.13893004907306067,0
2017,660405,1,0.2888785096510845,1
2015,179720,1,0.18878414207622993,0
2016,937847,1,0.27721495939386576,1
2010,177766,2,0.27766484339585595,1
2015,413895,1,0.378638847216288,1
2016,441722,1,0.17429671849925704,0
2016,964333,2,0.22243257523588408,0
2011,1160115,2,0.3313137711330974,1
2018,1131396,2,0.11682193399422636,0
2018,1257707,1,0.17172754337381377,0
2018,1270756,1,0.14665313829610607,0
2009,791858,1,0.22119832196731257,0
2010,661111,1,0.21993928434896054,0
2015,610479,1,0.21810505478014428,0
2012,1251480,1,0.13843847952168167,0
2014,725062,1,0.17536252536536542,0
2009,1195457,1,0.16015425053517232,0
2014,197245,3,0.20193234196264742,0
2017,613895,1,0.21049174777691118,0
2014,908627,1,0.21929683878096964,0
2009,751597,1,0.5180122539993951,1
2011,600221,2,0.12074897776938696,0
2011,580329,2,0.1473434161793786,0
2014,417100,1,0.24863178160614277,0
2009,1260613,1,0.1517463805054997,0
2018,324541,1,0.16029368742368943,0
2017,414036,1,0.1691990217184246,0
2018,1225641,1,0.3868486889698308,1
2015,142287,1,0.14633631058875463,0
2009,584160,2,0.20978123872726265,0
2011,178887,2,0.10978841443867164,0
2019,823874,2,0.1631891547894804,0
2014,1269069,1,0.20135390086743124,0
2012,757354,1,0.18091477745823173,0
2015,1335564,1,0.12898434480142443,0
2014,956793,1,0.3247302150771799,1
2013,476727,1,0.501015748476667,1
2011,228803,1,0.1599700700793337,0
2014,853061,1,0.18840274370630902,0
2010,89303,2,0.2187214733507866,0
2011,788048,1,0.299374391957981,1
2014,949114,1,0.1549352618346599,0
2013,169908,2,0.21432810583299863,0
2016,94764,1,0.1797624560987547,0
2011,324015,1,0.14053160838427825,0
2017,1232000,1,0.27331931846830526,1
2013,155537,2,0.12279212512109146,0
2009,154610,1,0.17763387274410575,0
2017,386316,2,0.12970509536302777,0
2016,811457,1,0.2856146881307017,1
2019,438635,2,0.16761495194819412,0
2014,109886,1,0.19690852925523528,0
2019,142468,1,0.10685695072949593,0
2015,927660,1,0.14687246492851533,0
2019,1360684,2,0.21040505268168241,0
2013,1285280,1,0.2728669659177923,1
2013,1315440,1,0.2138626572818666,0
2013,450633,1,0.46196350305367245,1
2011,72289,1,0.12129480210490251,0
2019,847770,4,0.3179308019041361,1
2011,385936,1,0.2073329320280064,0
2018,337149,1,0.10641315345471998,0
2012,974596,1,0.15459863764869042,0
2018,742486,1,0.1602617861505365,0
2010,725502,1,0.18930482853718428,0
2019,919135,1,0.24245691763880087,0
2014,598404,1,0.24579352164926055,0
2010,1336038,1,0.14457851729711504,0
2010,94690,1,0.316588146086375,1
2017,784332,2,0.2160907491468544,0
2009,428148,1,0.16740661566796206,0
2011,619431,1,0.2593850566625755,0
2018,619544,2,0.1244928482635932,0
2015,1277905,1,0.31197455272580943,1
2010,883360,1,0.11914049519109983,0
2016,1182587,2,0.1225133903405226,0
2009,771576,1,0.18409762199997987,0
2016,436941,2,0.1398088156688331,0
2017,181478,2,0.18996858763564936,0
2010,89303,1,0.22201848722678594,0
2012,536116,1,0.1284834648102666,0
2019,641828,1,0.21900212956489473,0
2012,220874,2,0.15405335485773658,0
2014,47992,1,0.12892519496255386,0
2019,1011245,2,0.21993928434896054,0
2018,53290,1,0.14595386008428718,0
2014,259404,2,0.11138728242131532,0
2014,1231572,1,0.19714404792549897,0
2009,597387,1,0.2238208800895583,0
2010,793763,1,0.1598231272975594,0
2012,814560,1,0.17445647203292747,0
2019,1266356,1,0.4085191045652822,1
2012,1152515,1,0.31837488196336416,1
2019,98279,2,0.1493086575183331,0
2015,576266,1,0.24659659510406895,0
2015,138750,2,0.11006947638406267,0
2018,2817,2,0.32106014602840965,1
2016,579974,1,0.17135804487323786,0
2013,1142907,1,0.10031658890262346,0
2015,318001,1,0.17598376689056272,0
2011,43637,1,0.21055720003022252,0
2015,619041,2,0.26383143722976854,1
2012,882024,1,0.13330330908392052,0
2017,1299703,1,0.1347388600201123,0
2015,777775,1,0.17001276807549362,0
2010,799497,2,0.18459374994067257,0
2019,86669,1,0.13254881130306959,0
2017,1244592,2,0.14369997262307346,0
2013,1273211,2,0.22626597033588405,0
2018,188409,1,0.16290712764178378,0
2012,77005,1,0.11781718270878588,0
2017,197901,1,0.18826693167558195,0
2019,982133,1,0.22316093856105876,0
2011,1232614,1,0.15363800901652913,0
2016,878614,1,0.2186915077071158,0
2013,539108,1,0.13189888047499942,0
2015,1241775,2,0.1930748058075051,0
2017,379040,1,0.1275446484813631,0
2011,171772,1,0.1358818530844383,0
2012,590483,1,0.14867097704681925,0
2019,1422101,2,0.1076912810297672,0
2019,215204,2,0.14277639271143322,0
2017,1242230,1,0.25031530634715127,0
2014,69169,1,0.3585086165549525,1
2012,108349,1,0.41594741392763845,1
2016,235847,1,0.2594054729022186,0
2018,838394,2,0.35407449547561987,1
2015,1236572,1,0.1220231672675181,0
2017,1075468,1,0.25312495972257437,0
2009,160701,2,0.15167165708321761,0
2018,32990,1,0.2612258986273291,1
2010,1249972,1,0.1374145144090761,0
2015,85011,1,0.14035385238656217,0
2009,7022,1,0.5196454383885111,1
2013,774098,1,0.1497548251255131,0
2010,251811,2,0.12304380575549863,0
2019,235765,2,0.1296375708209351,0
2019,574461,1,0.26316322769788764,1
2010,573615,1,0.21906510754361305,0
2018,1251718,2,0.2859098884859704,1
2012,579868,1,0.15675789756735745,0
2010,893054,1,0.15531207184704557,0
2018,334049,2,0.11857748190783986,0
2014,986320,2,0.1942410338982662,0
2014,877567,1,0.16532788301779838,0
2018,124788,2,0.14100698734091996,0
2010,881777,2,0.2291099258713687,0
2014,1140288,1,0.13881416363693763,0
2014,775132,2,0.3315889898732615,1
2019,1355495,1,0.25031530634715127,0
2014,241669,1,0.16295023310167847,0
2018,895226,1,0.1440591127517068,0
2012,1176170,1,0.290840324809898,1
2017,183616,1,0.17706829866243862,0
2016,176491,1,0.29552909713898784,1
2018,792833,1,0.16696072309209484,0
2013,1167957,1,0.397901784599519,1
2017,694043,1,0.13336232953917818,0
2015,169529,1,0.19223641001477737,0
2010,305531,1,0.18209669725453093,0
2011,155306,1,0.2474641576619832,0
2018,593020,1,0.25141578817248067,0
2017,722984,1,0.16184430432000038,0
2012,564130,2,0.12406397699202655,0
2019,1256151,1,0.20880352497079535,0
2017,415298,1,0.2038665394739028,0
2011,1082230,1,0.2164904190632979,0
2010,145180,1,0.3343029243719076,1
2013,323294,2,0.13018348356669995,0
2018,858324,1,0.32230418036653763,1
2015,1159043,1,0.19517616783637887,0
2011,179635,1,0.1474653825318557,0
2012,718250,2,0.22046930811223778,0
2010,1248860,2,0.1832574633929379,0
2014,119951,1,0.20366622988719718,0
2010,519410,1,0.25657050143866766,0
2015,1214608,2,0.12465725734424485,0
2018,701133,1,0.289530507271871,1
2015,186183,1,0.26155397657195106,1
2011,363971,1,0.12263752801408967,0
2012,1003936,2,0.28566070166429386,1
2012,220874,1,0.17847455906732757,0
2014,87825,1,0.21581390547990786,0
2017,95562,1,0.32570639117804384,1
2018,148695,2,0.3347888517825062,1
2019,1057500,2,0.12801856816254348,0
2016,592581,1,0.28764650990061386,1
2012,591494,2,0.3643922892994725,1
2011,1155060,1,0.37370469592827177,1
2017,34718,1,0.34016682986240315,1
2019,173279,1,0.16672648486739888,0
2017,1213528,1,0.12426349294885822,0
2016,69025,1,0.17430372807188757,0
2011,845080,1,0.1809312010205719,0
2014,1189174,3,0.17817612761099982,0
2016,1080675,1,0.17410727073097634,0
2013,759247,1,0.13042643614498073,0
2010,1270949,1,0.1308570244099856,0
2015,1327305,1,0.2792153299115787,1
2011,1008773,1,0.19382487401964055,0
2012,603018,2,0.11933093376206401,0
2015,73189,1,0.17387674233933742,0
2016,1163586,1,0.14382362381524308,0
2011,74373,1,0.1394310088413841,0
2018,243279,1,0.3902226760974458,1
2014,583454,1,0.20496639612478193,0
2014,101333,1,0.47543025807847367,1
2011,221808,1,0.13704977390192263,0
2015,103717,1,0.2223414892614966,0
2013,30859,2,0.13544336991066433,0
2015,396779,1,0.17096725601125617,0
2014,864281,2,0.28752554829970334,1
2015,72967,1,0.1968574000947861,0
2014,906096,1,0.24596070360047811,0
2017,368655,2,0.16927376556487075,0
2018,1220619,1,0.15726310790694498,0
2014,148222,1,0.44678348846112115,1
2014,174265,2,0.2348871755388457,0
2012,72233,1,0.20399211288587976,0
2019,129090,1,0.2781034354308832,1
2010,803286,1,0.13588287721945183,0
2019,637910,2,0.482790686722719,1
2010,209184,8,0.5669764425274053,1
2016,1291224,1,0.16359048566591716,0
2018,451073,2,0.1309358688594313,0
2013,418245,1,0.22316093856105876,0
2013,423730,1,0.32227538993010346,1
2017,225334,1,0.13924477917164282,0
2013,370525,1,0.1434977001856768,0
2018,46694,1,0.24575894524132805,0
2016,190342,1,0.1872871489793277,0
2010,144112,1,0.28745282724377097,1
2014,147778,1,0.20643548855198018,0
2010,811006,1,0.17332101660005503,0
2010,143039,1,0.15399794363078878,0
2018,153180,2,0.1897039563754665,0
2011,172098,2,0.20656547111615073,0
2015,597464,1,0.30357326137701607,1
2013,1178979,1,0.16858102960351806,0
2018,1192504,2,0.22691092619965642,0
2018,874538,1,0.20328485855209996,0
2016,584004,1,0.1946946255831187,0
2014,1142032,1,0.15417793796056306,0
2010,918432,1,0.149256699192861,0
2013,847333,1,0.17773870821220986,0
2014,584788,1,0.16083537597768846,0
2019,157194,1,0.19364492133880445,0
2016,1242696,1,0.12527803214945454,0
2010,832604,1,0.2779046229306644,1
2017,172206,1,0.2318139196392346,0
2013,425519,1,0.13401967994822256,0
2015,129406,2,0.12420920693049711,0
2018,127669,1,0.147413669541621,0
2010,1228133,1,0.2527309216382942,0
2015,390645,1,0.125089520364355,0
2011,677029,1,0.15359888182349585,0
2017,734557,1,0.21900212956489473,0
2015,420953,1,0.1672620151311961,0
2014,940771,2,0.1256136607252176,0
2018,942890,1,0.15621297321697009,0
2011,45074,1,0.24187791075720483,0
2013,889060,1,0.12645565290131738,0
2014,208450,1,0.1817078870987761,0
2011,910266,1,0.13826864197237404,0
2013,858144,1,0.16047551549341663,0
2013,783909,1,0.187568071437428,0
2017,1313830,1,0.19807328620731413,0
2017,1325902,1,0.47543025807847367,1
2015,775318,1,0.18011128029202175,0
2011,1276161,1,0.18984948641736302,0
2015,794010,1,0.2035274426316341,0
2014,97781,1,0.2238208800895583,0
2019,220962,1,0.1631435387852188,0
2017,750245,2,0.11649332271000265,0
2011,232577,1,0.1185196833779947,0
2011,171651,2,0.17482893389076457,0
2013,347068,1,0.15109581101783653,0
2010,1190780,2,0.1319806564725412,0
2017,573839,2,0.11495800088039494,0
2014,74312,1,0.1467650338886435,0
2013,110562,2,0.10863387198462744,0
2015,355863,1,0.12212522879487135,0
2012,1288776,1,0.15176322224454727,0
2017,440928,1,0.15105106671112672,0
2016,1166439,1,0.23790991660285418,0
2013,635272,1,0.18750695696616748,0
2015,1082717,1,0.3766093591939974,1
2014,817344,1,0.14990100396657643,0
2019,826753,1,0.14992238963081653,0
2016,575352,1,0.1573326828981701,0
2016,1299802,1,0.266169503970321,1
2018,230550,1,0.16902260829566004,0
2010,210726,1,0.181092047809643,0
2014,1211482,2,0.20998746296559373,0
2016,789494,1,0.14412045145066862,0
2015,402756,2,0.13594180837809494,0
2019,476775,1,0.24111414991117874,0
2016,113467,2,0.28860197480892963,1
2014,143217,2,0.122916633495786,0
2017,801164,1,0.28745282724377097,1
2016,1304597,1,0.18409762199997987,0
2017,232982,1,0.13128159677260728,0
2013,1203552,1,0.48898770735484914,1
2012,175356,1,0.1505728518617624,0
2014,1138032,1,0.3025469165914468,1
2013,775913,2,0.2308364929910447,0
2019,641021,1,0.13125306754841845,0
2015,1170914,1,0.1961082555701942,0
2016,1295441,1,0.14183671779370638,0
2011,34071,2,0.11867426042332994,0
2013,921775,1,0.16376004416319534,0
2015,327665,1,0.19219184146809348,0
2017,169148,1,0.13867452179315742,0
2010,918861,1,0.25390744523333836,0
2016,1330653,1,0.17644739129280454,0
2012,1270085,1,0.16840292758371556,0
2016,168249,2,0.2297602262946476,0
2011,1347734,1,0.25771792882944927,0
2019,1361580,2,0.1440351180132909,0
2013,384726,1,0.155244412625494,0
2010,1294733,2,0.1784946284202771,0
2019,270169,3,0.12456924326397348,0
2015,614029,1,0.23692061482898535,0
2016,776105,2,0.13563978134709695,0
2012,169748,2,0.20399211288587976,0
2016,135860,1,0.10143864228494229,0
2011,645240,1,0.2789582149480821,1
2011,549713,1,0.15126823611634593,0
2015,1175908,2,0.24651801126331982,0
2019,824957,1,0.20681760194503,0
2011,1057587,1,0.3367268239814493,1
2013,775913,1,0.2536722130030643,0
2014,1321669,2,0.13319337236459497,0
2012,166056,1,0.16529930643249754,0
2012,1219035,1,0.21644957839880713,0
2010,613735,1,0.14936062376844436,0
2014,86521,1,0.19206296340390897,0
2015,1240416,1,0.2489694417251618,0
2018,1174387,1,0.13128159677260728,0
2019,304359,2,0.19980652280447142,0
2019,636070,1,0.18171489018694306,0
2011,313494,1,0.19940762986314692,0
2019,804213,2,0.11652120224804538,0
2015,200931,1,0.10828297969782477,0
2018,1188596,1,0.20106313782972857,0
2012,1281706,1,0.22829138130821447,0
2010,390621,1,0.169922635756289,0
2014,83174,1,0.28225975837220196,1
2017,167948,1,0.1937893428560612,0
2019,904111,1,0.4105643079512445,1
2015,136022,1,0.20072806370398824,0
2015,899178,1,0.22046930811223778,0
2016,111886,1,0.38004553137798075,1
2015,582089,1,0.26078490064161297,1
2012,1215895,1,0.14760776007301243,0
2011,1065997,1,0.20622386127240502,0
2010,121570,1,0.1887170125465557,0
2010,973642,1,0.15771776191102663,0
2010,215711,1,0.155244412625494,0
2019,298099,1,0.15439462110663632,0
2015,1188029,1,0.14612643309492235,0
2016,191021,1,0.21900212956489473,0
2010,796192,1,0.16529930643249754,0
2014,120710,1,0.167002903550559,0
2017,182891,1,0.2161316434669155,0
2018,122115,1,0.19564359492828334,0
2017,151492,2,0.20272983047137766,0
2019,1340381,1,0.13161221814017932,0
2016,30953,1,0.1594752532931771,0
2012,599791,1,0.25031530634715127,0
2016,799526,1,0.15502355293735368,0
2019,1150780,1,0.11578332118262016,0
2014,996550,2,0.161209234235209,0
2012,790001,1,0.149256699192861,0
2011,148796,2,0.12877471876309227,0
2010,121833,1,0.17495165271400404,0
2013,768672,1,0.2489694417251618,0
2011,776777,1,0.187568071437428,0
2011,1075003,1,0.29367297213521143,1
2018,662389,1,0.2523918630258227,0
2017,345517,1,0.21710831590508825,0
2011,904580,1,0.13525252375152189,0
2014,1276552,1,0.1650669372323795,0
2012,478592,1,0.1599700700793337,0
2011,202765,1,0.2824462865725618,1
2016,223027,2,0.12186270029621205,0
2013,358784,1,0.14796952750003128,0
2010,213858,1,0.19605497620352832,0
2017,261416,2,0.187568071437428,0
2013,789261,1,0.3902226760974458,1
2016,636984,2,0.1300175246005764,0
2016,829597,1,0.13860287480911676,0
2016,787788,2,0.1512999884160165,0
2011,1241604,1,0.24926667631101362,0
2013,404295,1,0.28491032641273073,1
2011,85100,1,0.13719325098111215,0
2017,879102,1,0.16729084199855665,0
2014,183922,2,0.3243317639068248,1
2013,382896,1,0.11810010980809416,0
2017,254713,2,0.26021882167612354,0
2010,1248860,1,0.25537826719595036,0
2014,207863,2,0.18481844954199259,0
2014,783997,1,0.2529965180738301,0
2016,584543,1,0.2830532737924179,1
2017,617669,2,0.12354519720418881,0
2017,785079,1,0.4166109324072772,1
2013,102310,1,0.1594752532931771,0
2012,145516,1,0.28090600478780897,1
2016,598960,1,0.25600170847091036,0
2013,774184,1,0.15185796466334328,0
2012,865597,2,0.3841397760594439,1
2015,1366592,1,0.12155455764367276,0
2017,1172046,1,0.13405017972055622,0
2014,1141751,1,0.22535247453339696,0
2016,141944,1,0.3902226760974458,1
2017,286494,1,0.16209957740670464,0
2012,1199952,1,0.18459374994067257,0
2016,931001,1,0.1650669372323795,0
2019,1366486,1,0.47543025807847367,1
2012,789679,1,0.2488386008381305,0
2017,169564,1,0.1436958817206517,0
2016,828734,1,0.1384106107345308,0
2018,621666,2,0.09558783872121256,0
2013,1276764,1,0.4400228527140616,1
