iter	PRAUC	Logloss
119	0.7374672852	0.4915512857
120	0.7386798384	0.49099986
121	0.7393162949	0.4904785118
122	0.7399243507	0.4899876201
123	0.7405059069	0.4895706877
124	0.741170979	0.4892147811
125	0.7410724165	0.4889956885
126	0.7425795355	0.4884145905
127	0.7433765421	0.4880082763
128	0.7443645559	0.4874700355
129	0.7449318043	0.4870916647
130	0.7458520697	0.4865767303
131	0.7467289387	0.486148297
132	0.7472075966	0.4858197235
133	0.7480252372	0.485052985
134	0.7489792585	0.484354166
135	0.7509623038	0.4836935957
136	0.7527195924	0.4827786019
137	0.7539501366	0.4821385444
138	0.7543729243	0.4817312969
139	0.7553850162	0.4813070996
140	0.7563035997	0.4808024787
141	0.7569186107	0.4802634587
142	0.7573134808	0.4797963008
143	0.757861172	0.4795877348
144	0.7583396457	0.479104708
145	0.7583743185	0.4787358407
146	0.7586262873	0.4784207762
147	0.759137701	0.4779847598
148	0.7600895979	0.4774951529
149	0.7603883286	0.4771822283
150	0.7605815818	0.4767646454
151	0.761523751	0.476012095
152	0.7629620456	0.4753237047
153	0.7640419184	0.4747090893
154	0.7656108645	0.474054623
155	0.7663977521	0.4732817777
156	0.7679525462	0.4723186843
157	0.7693071898	0.471658814
158	0.7697670533	0.47119158
159	0.7703846602	0.4706250582
160	0.7708696523	0.470077276
161	0.7724736243	0.4694306593
162	0.7742436979	0.4688006577
163	0.7748426258	0.4683400291
164	0.7753066859	0.4680144395
165	0.7759437632	0.4674753921
166	0.7769932049	0.4669189923
167	0.7785455914	0.466161707
168	0.7792154879	0.4657002347
169	0.7798348373	0.4652563414
170	0.7801013035	0.4649784388
171	0.7823295447	0.4640045504
172	0.7827443458	0.4637414446
173	0.784019009	0.4630420323
174	0.7845712181	0.4623603608
175	0.7851323116	0.4618104759
176	0.7858400443	0.4612482486
177	0.7868218574	0.4606655498
178	0.7874526998	0.4601722361
179	0.7877581638	0.4599411295
180	0.7889470061	0.4594895567
181	0.7894240239	0.4590668762
182	0.790597562	0.4583625041
183	0.7913237338	0.4579042468
184	0.7916276837	0.4574573585
185	0.7927343216	0.456462789
186	0.7937006942	0.4561513246
187	0.7941564521	0.455481119
188	0.7948685699	0.4550010713
189	0.7959658167	0.4545335816
190	0.7963739933	0.4542397949
191	0.7966671964	0.4538229022
192	0.797282397	0.4534933967
193	0.7979962873	0.4528881335
194	0.7990565979	0.4523457983
195	0.7994422867	0.4518714624
196	0.8001741825	0.451464208
197	0.8005019342	0.4511283666
198	0.8016102544	0.4503728654
199	0.802913395	0.4496225988
200	0.8036484607	0.4490094926
201	0.8049329208	0.4482432364
202	0.8053023802	0.4477313474
203	0.805649106	0.4473452234
204	0.8063424475	0.4469048949
205	0.8066239361	0.4466292727
206	0.8081514941	0.4460037807
207	0.8088452445	0.4455625477
208	0.8098806348	0.4449414642
209	0.8104239298	0.444533323
210	0.8111290604	0.4439329871
211	0.8123478168	0.4433250831
212	0.8133376835	0.4425350459
213	0.8138710781	0.4421276446
214	0.8147938482	0.4414601198
215	0.8148870258	0.4410788165
216	0.8152654417	0.440585896
217	0.8154122576	0.4404540566
218	0.816269893	0.4399809448
219	0.8165536101	0.4393905769
220	0.8171713718	0.438898542
221	0.8177633655	0.438553846
222	0.8184082492	0.4379681964
223	0.8190783448	0.437419909
224	0.8194332399	0.4370784495
225	0.8201006433	0.4364650988
226	0.8205848813	0.4361370111
227	0.8216756816	0.435637387
228	0.8222641986	0.4350500473
229	0.8225592371	0.4347781195
230	0.8230888379	0.4342014005
231	0.8236571653	0.4338013333
232	0.8254600468	0.4329269791
233	0.8257169689	0.432453117
234	0.8261231537	0.4320237154
235	0.8269381611	0.4314792849
236	0.8271138074	0.4312344686
237	0.8277682187	0.4308709278
238	0.8286452563	0.4300746289
239	0.8291694815	0.4296493995
240	0.8301499164	0.4289670612
241	0.8306622118	0.4286711584
242	0.8315500069	0.4282065027
243	0.8324618344	0.4275853628
244	0.8328422654	0.4272218299
245	0.8332632144	0.4267952885
246	0.8339472804	0.4262903706
247	0.8347098289	0.425753567
248	0.8350817367	0.4254166129
249	0.8354862746	0.4250664469
250	0.8360644308	0.4244958725
251	0.8365826182	0.4241128687
252	0.8379374129	0.423510047
253	0.838189723	0.4232660312
254	0.8386425034	0.4229461611
255	0.8390838378	0.4225329957
256	0.8393204363	0.4223382614
257	0.8397654239	0.4220940407
258	0.8401973347	0.4217134246
259	0.8413012319	0.4210968066
260	0.841908858	0.4205340056
261	0.8419793986	0.420348404
262	0.8423251749	0.419892637
263	0.8434663726	0.4192461883
264	0.8442666717	0.4187566725
265	0.8446330039	0.4183306616
266	0.845151795	0.4179487846
267	0.8460148047	0.4173098698
268	0.8464693833	0.4169822313
269	0.8470312699	0.416562173
270	0.8478824446	0.4158556544
271	0.8481412509	0.4155661402
272	0.8485536781	0.4151621677
273	0.8493545848	0.4147445068
274	0.8502137801	0.4142689272
275	0.8502581989	0.4140845787
276	0.8509520209	0.413471201
277	0.8515260458	0.4130312347
278	0.8518217786	0.4126663186
279	0.8529705067	0.4120543909
280	0.8533490186	0.4116988394
281	0.8538911641	0.4113455047
282	0.8543820832	0.4108128101
283	0.8548892591	0.4104646618
284	0.8556550562	0.4100347162
285	0.8564397647	0.4096421722
286	0.8569120842	0.4093479414
287	0.8575024323	0.4089559389
288	0.8575459394	0.4086436817
289	0.8579293263	0.4082986112
290	0.8591146818	0.4075569415
291	0.8595160023	0.407239912
292	0.8597434613	0.4070097261
293	0.8601542356	0.4066555484
294	0.8603047236	0.4063569897
295	0.8605692326	0.406094187
296	0.8615581263	0.4054516143
297	0.8619484766	0.4051374121
298	0.8625839658	0.4047523906
299	0.8628591688	0.4043921939
300	0.863665663	0.4039460539
301	0.8637397781	0.4037055472
302	0.8645151065	0.4031145241
303	0.8649308038	0.402715005
304	0.8652634057	0.4023902984
305	0.8653179289	0.4022385415
306	0.8660063956	0.4016165559
307	0.8663780265	0.4013150965
308	0.8670422273	0.4007360474
